team,year,class,status,gender,Sport
North Point,2022,4A/3AE,CH,Boys,Football
North Point,2018,4AE,RU,Boys,Football
North Point,2023,4A/3AE,RU,Boys,Football
North Point,2017,4AE,SF,Boys,Football
North Point,2019,3AS,QF,Boys,Football
North Point,2021,4A/3AE,QF,Boys,Football
North Point,2011,4AE,RR,Boys,Football
North Point,2008,2AS,RS,Boys,Football
North Point,2009,4AE,RS,Boys,Football
North Point,2010,4AE,RS,Boys,Football
North Point,2014,4AE,RS,Boys,Football
North Point,2015,4AE,RS,Boys,Football
North Point,2016,4AE,RS,Boys,Football
Northern - Calvert,2021,3AE,CH,Boys,Football
Northern - Calvert,1988,3A,SF,Boys,Football
Northern - Calvert,1989,3A,SF,Boys,Football
Northern - Calvert,1990,3A,SF,Boys,Football
Northern - Calvert,2023,3AS,SF,Boys,Football
Northern - Calvert,2017,3AS,RR,Boys,Football
Northern - Calvert,2018,3AS,RR,Boys,Football
Northern - Calvert,2003,3AS,RS,Boys,Football
Northern - Calvert,2022,3AE,RR2,Boys,Football
Northern - Calvert,2019,3AS,RR1,Boys,Football
Northern - Garrett,1982,C,SF,Boys,Football
Northern - Garrett,1992,1A,SF,Boys,Football
Northern - Garrett,2000,1A,SF,Boys,Football
Northern - Garrett,1990,1A,QF,Boys,Football
Northern - Garrett,1991,1A,QF,Boys,Football
Northern - Garrett,1999,1A,QF,Boys,Football
Northern - Garrett,2004,1AW,RS,Boys,Football
Northern - Garrett,2010,1AW,RS,Boys,Football
Northern - Garrett,2014,1AW,RS,Boys,Football
Northern - Garrett,2015,1AW,RS,Boys,Football
Northern - Garrett,2016,1AW,RS,Boys,Football
Northern - Garrett,2021,1AW,RR2,Boys,Football
Northern - Garrett,2022,1AW,RR2,Boys,Football
Northern - Garrett,2023,1AW,RR2,Boys,Football
Northern - Garrett,2019,1AW,RR1,Boys,Football
Northwest,2004,3AW,CH,Boys,Football
Northwest,2013,4AW,CH,Boys,Football
Northwest,2014,4AW,CH,Boys,Football
Northwest,2019,4AW,RU,Boys,Football
Northwest,2002,3A,SF,Boys,Football
Northwest,2006,4AW,SF,Boys,Football
Northwest,2015,4AW,SF,Boys,Football
Northwest,2021,4AW,SF,Boys,Football
Northwest,1999,2A,QF,Boys,Football
Northwest,2000,2A,QF,Boys,Football
Northwest,2023,4AN,QF,Boys,Football
Northwest,2012,4AW,RR,Boys,Football
Northwest,2017,4AW,RR,Boys,Football
Northwest,2018,4AW,RR,Boys,Football
Northwest,2003,3AW,RS,Boys,Football
Northwest,2008,4AW,RS,Boys,Football
Northwest,2016,4AW,RS,Boys,Football
Northwest,2022,4AW,RR2,Boys,Football
Northwestern - PG,1998,4A,SF,Boys,Football
Northwestern - PG,2003,4AS,RS,Boys,Football
Northwestern - PG,2019,4AS,RR1,Boys,Football
Northwestern - PG,2021,4AS,RR1,Boys,Football
Northwestern - PG,2022,4AS,RR1,Boys,Football
Northwestern - PG,2023,4AN,RR1,Boys,Football
Northwood,1974,A,RU,Boys,Football
Northwood,1982,A,RU,Boys,Football
Northwood,1975,A,SF,Boys,Football
Northwood,2022,4A/3AS,RR1,Boys,Football
Northwood,2023,4A/3AS,RR1,Boys,Football
Oakdale,2018,2AW,CH,Boys,Football
Oakdale,2023,3AW,CH,Boys,Football
Oakdale,2022,3AW,RU,Boys,Football
Oakdale,2016,3AW,RR,Boys,Football
Oakdale,2014,2AW,RS,Boys,Football
Oakdale,2015,3AW,RS,Boys,Football
Oakdale,2017,2AW,RS,Boys,Football
Oakdale,2021,3AW,RR2,Boys,Football
Oakdale,2019,2AW,RR1,Boys,Football
Oakland Mills,1998,1A,CH,Boys,Football
Oakland Mills,1982,B,RU,Boys,Football
Oakland Mills,2001,1A,RU,Boys,Football
Oakland Mills,1978,B,SF,Boys,Football
Oakland Mills,1983,B,SF,Boys,Football
Oakland Mills,1984,B,SF,Boys,Football
Oakland Mills,1990,3A,SF,Boys,Football
Oakland Mills,2021,2AW,SF,Boys,Football
Oakland Mills,1991,2A,QF,Boys,Football
Oakland Mills,1994,2A,QF,Boys,Football
Oakland Mills,1995,2A,QF,Boys,Football
Oakland Mills,2000,1A,QF,Boys,Football
Oakland Mills,2002,1A,QF,Boys,Football
Oakland Mills,2023,3AE,QF,Boys,Football
Oakland Mills,2003,1AS,RS,Boys,Football
Oakland Mills,2014,2AS,RS,Boys,Football
Oakland Mills,2015,2AW,RS,Boys,Football
Oakland Mills,2018,2AS,RS,Boys,Football
Oakland Mills,2022,2AW,RR2,Boys,Football
Oakland Mills,2019,2AW,RR1,Boys,Football
Old Mill,2009,4AE,CH,Boys,Football
Old Mill,2011,4AE,CH,Boys,Football
Old Mill,2014,4AE,RU,Boys,Football
Old Mill,2005,4AE,SF,Boys,Football
Old Mill,2019,4AE,SF,Boys,Football
Old Mill,1990,4A,QF,Boys,Football
Old Mill,1991,4A,QF,Boys,Football
Old Mill,1999,4A,QF,Boys,Football
Old Mill,2000,4A,QF,Boys,Football
Old Mill,2001,4A,QF,Boys,Football
Old Mill,2002,4A,QF,Boys,Football
Old Mill,2021,4AE,QF,Boys,Football
Old Mill,2022,4AE,QF,Boys,Football
Old Mill,2023,4AE,QF,Boys,Football
Old Mill,2004,4AE,RR,Boys,Football
Old Mill,2006,4AE,RR,Boys,Football
Old Mill,2012,4AE,RR,Boys,Football
Old Mill,2015,4AE,RR,Boys,Football
Old Mill,2003,4AE,RS,Boys,Football
Old Mill,2007,4AE,RS,Boys,Football
Old Mill,2008,4AE,RS,Boys,Football
Old Mill,2010,4AE,RS,Boys,Football
Old Mill,2013,4AE,RS,Boys,Football
Old Mill,2016,4AE,RS,Boys,Football
Overlea,1988,3A,RU,Boys,Football
Overlea,1983,A,SF,Boys,Football
Overlea,1987,A,SF,Boys,Football
Overlea,1989,2A,SF,Boys,Football
Overlea,1991,2A,SF,Boys,Football
Overlea,1992,2A,SF,Boys,Football
Overlea,2011,1AN,SF,Boys,Football
Overlea,1986,A,QF,Boys,Football
Overlea,1990,2A,QF,Boys,Football
Overlea,1993,2A,QF,Boys,Football
Overlea,2005,2AN,RR,Boys,Football
Overlea,2006,2AN,RS,Boys,Football
Overlea,2012,1AS,RS,Boys,Football
Overlea,2014,2AN,RS,Boys,Football
Overlea,2016,2AN,RS,Boys,Football
Overlea,2017,1AN,RS,Boys,Football
Overlea,2019,2AN,RR1,Boys,Football
Overlea,2021,2AN,RR1,Boys,Football
Overlea,2022,2AN,RR1,Boys,Football
Overlea,2023,3AN,RR1,Boys,Football
Owings Mills,1990,1A,SF,Boys,Football
Owings Mills,1986,C,QF,Boys,Football
Owings Mills,1987,C,QF,Boys,Football
Owings Mills,1997,2A,QF,Boys,Football
Owings Mills,2021,2AN,QF,Boys,Football
Owings Mills,2023,2AN,QF,Boys,Football
Owings Mills,2012,2AN,RS,Boys,Football
Owings Mills,2019,2AN,RR2,Boys,Football
Owings Mills,2022,2AN,RR2,Boys,Football
Oxon Hill,1982,AA,CH,Boys,Football
Oxon Hill,1984,AA,SF,Boys,Football
Oxon Hill,1986,AA,SF,Boys,Football
Oxon Hill,1989,4A,SF,Boys,Football
Oxon Hill,1990,4A,SF,Boys,Football
Oxon Hill,1991,4A,SF,Boys,Football
Oxon Hill,1993,4A,SF,Boys,Football
Oxon Hill,2017,3AS,SF,Boys,Football
Oxon Hill,1985,AA,QF,Boys,Football
Oxon Hill,1987,AA,QF,Boys,Football
Oxon Hill,1988,4A,QF,Boys,Football
Oxon Hill,1996,4A,QF,Boys,Football
Oxon Hill,2016,3AS,RR,Boys,Football
Oxon Hill,2004,4AS,RS,Boys,Football
Oxon Hill,2007,4AS,RS,Boys,Football
Oxon Hill,2019,3AS,RR2,Boys,Football
Oxon Hill,2023,3AE,RR2,Boys,Football
Oxon Hill,2021,3AE,RR1,Boys,Football
Oxon Hill,2022,3AE,RR1,Boys,Football
Paint Branch,1975,B,CH,Boys,Football
Paint Branch,1974,B,RU,Boys,Football
Paint Branch,2013,4AN,SF,Boys,Football
Paint Branch,1989,3A,QF,Boys,Football
Paint Branch,1991,4A,QF,Boys,Football
Paint Branch,1998,4A,QF,Boys,Football
Paint Branch,2000,3A,QF,Boys,Football
Paint Branch,2019,4AN,QF,Boys,Football
Paint Branch,2021,4AN,QF,Boys,Football
Paint Branch,2022,4AN,QF,Boys,Football
Paint Branch,2009,4AW,RR,Boys,Football
Paint Branch,2014,4AN,RR,Boys,Football
Paint Branch,2017,4AN,RR,Boys,Football
Paint Branch,2018,4AN,RR,Boys,Football
Paint Branch,2011,4AN,RS,Boys,Football
Paint Branch,2023,4AN,RR2,Boys,Football
Parkdale,1974,AA,CH,Boys,Football
Parkdale,2002,4A,CH,Boys,Football
Parkdale,1975,AA,RU,Boys,Football
Parkdale,1989,4A,QF,Boys,Football
Parkdale,2000,4A,QF,Boys,Football
Parkdale,2007,4AS,RR,Boys,Football
Parkdale,2019,4AS,RR1,Boys,Football
Parkdale,2021,4AS,RR1,Boys,Football
Parkdale,2022,4AS,RR1,Boys,Football
Parkdale,2023,4AS,RR1,Boys,Football
Parkside,2007,2AE,RR,Boys,Football
Parkside,2008,2AE,RS,Boys,Football
Parkside,2018,2AE,RS,Boys,Football
Parkside,2019,2AE,RR2,Boys,Football
Parkside,2022,2A/1AE,RR2,Boys,Football
Parkside,2021,2A/1AE,RR1,Boys,Football
Parkside,2023,2AE,RR1,Boys,Football
Parkville,2019,4AN,QF,Boys,Football
Parkville,2004,4AN,RS,Boys,Football
Parkville,2005,4AN,RS,Boys,Football
Parkville,2006,4AN,RS,Boys,Football
Parkville,2021,4AE,RR2,Boys,Football
Parkville,2022,4AE,RR1,Boys,Football
Parkville,2023,4AE,RR1,Boys,Football
Patapsco,2003,3AN,RS,Boys,Football
Patapsco,2021,3AN,RR1,Boys,Football
Patapsco,2022,3AN,RR1,Boys,Football
Patapsco,2023,2AN,RR1,Boys,Football
Patterson,1994,4A,SF,Boys,Football
Patterson,1999,4A,SF,Boys,Football
Patterson,2004,4AN,SF,Boys,Football
Patterson,2013,2AN,SF,Boys,Football
Patterson,1993,4A,QF,Boys,Football
Patterson,1995,4A,QF,Boys,Football
Patterson,1996,4A,QF,Boys,Football
Patterson,1998,4A,QF,Boys,Football
Patterson,2001,4A,QF,Boys,Football
Patterson,2003,4AN,RR,Boys,Football
Patterson,2009,4AN,RR,Boys,Football
Patterson,2010,4AN,RR,Boys,Football
Patterson,2015,2AN,RR,Boys,Football
Patterson,2005,4AN,RS,Boys,Football
Patterson,2019,2AN,RR1,Boys,Football
Patterson,2021,2AN,RR1,Boys,Football
Patterson,2022,2AN,RR1,Boys,Football
Patterson,2023,3AN,RR1,Boys,Football
Patterson Mill,2010,1AE,RS,Boys,Football
Patterson Mill,2011,2AE,RS,Boys,Football
Patterson Mill,2022,1AN,RR2,Boys,Football
Patterson Mill,2023,1AN,RR2,Boys,Football
Patterson Mill,2019,1AE,RR1,Boys,Football
Patterson Mill,2021,1AN,RR1,Boys,Football
Patuxent,2015,2AS,CH,Boys,Football
Patuxent,2001,3A,RU,Boys,Football
Patuxent,2013,2AS,RU,Boys,Football
Patuxent,2022,2A/1AS,RU,Boys,Football
Patuxent,2023,2A/1AS,SF,Boys,Football
Patuxent,2006,2AS,RR,Boys,Football
Patuxent,2007,2AS,RR,Boys,Football
Patuxent,2014,2AS,RR,Boys,Football
Patuxent,2016,2AS,RR,Boys,Football
Patuxent,2004,4AE,RS,Boys,Football
Patuxent,2011,2AS,RS,Boys,Football
Patuxent,2012,2AS,RS,Boys,Football
Patuxent,2019,2AS,RR2,Boys,Football
Patuxent,2021,2A/1AS,RR2,Boys,Football
Perry Hall,1974,AA,RU,Boys,Football
Perry Hall,1993,4A,SF,Boys,Football
Perry Hall,2023,4A/3AN,SF,Boys,Football
Perry Hall,1989,4A,QF,Boys,Football
Perry Hall,1992,4A,QF,Boys,Football
Perry Hall,2022,4A/3AN,QF,Boys,Football
Perry Hall,2004,4AN,RR,Boys,Football
Perry Hall,2005,4AN,RR,Boys,Football
Perry Hall,2006,4AN,RR,Boys,Football
Perry Hall,2007,4AN,RR,Boys,Football
Perry Hall,2008,4AN,RR,Boys,Football
Perry Hall,2013,4AN,RR,Boys,Football
Perry Hall,2003,4AN,RS,Boys,Football
Perry Hall,2010,4AN,RS,Boys,Football
Perry Hall,2011,4AN,RS,Boys,Football
Perry Hall,2014,4AN,RS,Boys,Football
Perry Hall,2017,4AN,RS,Boys,Football
Perry Hall,2021,4A/3AN,RR2,Boys,Football
Perryville,2011,1AE,RU,Boys,Football
Perryville,2012,1AE,SF,Boys,Football
Perryville,2021,1AE,SF,Boys,Football
Perryville,2023,1AE,SF,Boys,Football
Perryville,1991,1A,QF,Boys,Football
Perryville,1996,1A,QF,Boys,Football
Perryville,2019,1AE,QF,Boys,Football
Perryville,2022,1AE,QF,Boys,Football
Perryville,2013,1AE,RR,Boys,Football
Perryville,2004,1AN,RS,Boys,Football
Perryville,2016,1AE,RS,Boys,Football
Perryville,2018,1AE,RS,Boys,Football
Pikesville,1999,1A,QF,Boys,Football
Pikesville,2008,1AN,RR,Boys,Football
Pikesville,2009,1AN,RR,Boys,Football
Pikesville,2005,1AN,RS,Boys,Football
Pikesville,2021,1AN,RR2,Boys,Football
Pikesville,2019,1AS,RR1,Boys,Football
Pikesville,2023,1AN,RR1,Boys,Football
y-Pocomoke,1975,C,SF,Boys,Football
Baltimore Polytechnic Institute,1993,3A,RU,Boys,Football
Baltimore Polytechnic Institute,1997,2A,SF,Boys,Football
Baltimore Polytechnic Institute,1994,3A,QF,Boys,Football
Baltimore Polytechnic Institute,1998,2A,QF,Boys,Football
Baltimore Polytechnic Institute,2011,4AN,RR,Boys,Football
Baltimore Polytechnic Institute,2003,2AN,RS,Boys,Football
Baltimore Polytechnic Institute,2004,2AN,RS,Boys,Football
Baltimore Polytechnic Institute,2007,2AN,RS,Boys,Football
Baltimore Polytechnic Institute,2008,2AN,RS,Boys,Football
Baltimore Polytechnic Institute,2009,3AN,RS,Boys,Football
Baltimore Polytechnic Institute,2021,3AS,RR2,Boys,Football
Baltimore Polytechnic Institute,2023,3AN,RR1,Boys,Football
Poolesville,1983,C,RU,Boys,Football
Poolesville,1974,C,SF,Boys,Football
Poolesville,1989,1A,SF,Boys,Football
Poolesville,1985,C,QF,Boys,Football
Poolesville,1988,1A,QF,Boys,Football
Poolesville,1996,1A,QF,Boys,Football
Poolesville,1997,1A,QF,Boys,Football
Poolesville,2003,1AS,RR,Boys,Football
Poolesville,2004,1AS,RR,Boys,Football
Poolesville,2005,1AS,RR,Boys,Football
Poolesville,2012,2AW,RS,Boys,Football
Poolesville,2013,2AW,RS,Boys,Football
Poolesville,2014,2AW,RS,Boys,Football
Poolesville,2022,2AW,RR2,Boys,Football
Poolesville,2021,2AW,RR1,Boys,Football
Poolesville,2023,2AW,RR1,Boys,Football
Potomac,2004,2AS,CH,Boys,Football
Potomac,2005,2AS,CH,Boys,Football
Potomac,1995,2A,RU,Boys,Football
Potomac,2003,2AS,RU,Boys,Football
Potomac,2019,2AS,RU,Boys,Football
Potomac,2015,3AS,SF,Boys,Football
Potomac,2016,3AS,SF,Boys,Football
Potomac,1993,2A,QF,Boys,Football
Potomac,1994,2A,QF,Boys,Football
Potomac,1996,2A,QF,Boys,Football
Potomac,2001,2A,QF,Boys,Football
Potomac,2022,2AS,QF,Boys,Football
Potomac,2023,2AS,QF,Boys,Football
Potomac,2014,3AS,RR,Boys,Football
Potomac,2009,3AS,RS,Boys,Football
Potomac,2011,3AS,RS,Boys,Football
Potomac,2012,3AS,RS,Boys,Football
Potomac,2017,3AS,RS,Boys,Football
Potomac,2018,3AS,RS,Boys,Football
Potomac,2021,2AS,RR2,Boys,Football
Queen Annes,2009,2AE,RU,Boys,Football
Queen Annes,2004,1AE,SF,Boys,Football
Queen Annes,2008,2AE,SF,Boys,Football
Queen Annes,2010,2AE,SF,Boys,Football
Queen Annes,1985,A,QF,Boys,Football
Queen Annes,1999,2A,QF,Boys,Football
Queen Annes,2005,2AE,RS,Boys,Football
Queen Annes,2006,2AE,RS,Boys,Football
Queen Annes,2007,2AE,RS,Boys,Football
Queen Annes,2012,2AE,RS,Boys,Football
Queen Annes,2013,2AE,RS,Boys,Football
Queen Annes,2014,2AE,RS,Boys,Football
Queen Annes,2015,2AE,RS,Boys,Football
Queen Annes,2016,2AE,RS,Boys,Football
Queen Annes,2023,2AE,RR2,Boys,Football
Queen Annes,2021,2AE,RR1,Boys,Football
Queen Annes,2022,2AE,RR1,Boys,Football
Quince Orchard,1991,4A,CH,Boys,Football
Quince Orchard,2007,4AW,CH,Boys,Football
Quince Orchard,2018,4AW,CH,Boys,Football
Quince Orchard,2021,4AW,CH,Boys,Football
Quince Orchard,2022,4AW,CH,Boys,Football
Quince Orchard,2011,4AW,RU,Boys,Football
Quince Orchard,2012,4AW,RU,Boys,Football
Quince Orchard,2016,4AW,RU,Boys,Football
Quince Orchard,2017,4AW,RU,Boys,Football
Quince Orchard,2019,4AW,SF,Boys,Football
Quince Orchard,1993,4A,QF,Boys,Football
Quince Orchard,2005,4AW,RR,Boys,Football
Quince Orchard,2006,4AW,RR,Boys,Football
Quince Orchard,2008,4AW,RR,Boys,Football
Quince Orchard,2009,3AW,RR,Boys,Football
Quince Orchard,2010,3AW,RR,Boys,Football
Quince Orchard,2013,4AW,RR,Boys,Football
Quince Orchard,2014,4AW,RR,Boys,Football
Quince Orchard,2015,4AW,RR,Boys,Football
Quince Orchard,2004,4AW,RS,Boys,Football
Quince Orchard,2023,4AW,RR2,Boys,Football
Randallstown,1984,AA,CH,Boys,Football
Randallstown,1990,4A,CH,Boys,Football
Randallstown,1979,AA,RU,Boys,Football
Randallstown,1980,AA,RU,Boys,Football
Randallstown,1975,A,SF,Boys,Football
Randallstown,1976,A,SF,Boys,Football
Randallstown,1988,4A,SF,Boys,Football
Randallstown,1989,4A,SF,Boys,Football
Randallstown,1998,2A,SF,Boys,Football
Randallstown,1999,3A,SF,Boys,Football
Randallstown,2003,3AN,SF,Boys,Football
Randallstown,1994,3A,QF,Boys,Football
Randallstown,1995,3A,QF,Boys,Football
Randallstown,1997,2A,QF,Boys,Football
Randallstown,2000,3A,QF,Boys,Football
Randallstown,2001,3A,QF,Boys,Football
Randallstown,2019,1AS,QF,Boys,Football
Randallstown,2004,3AN,RR,Boys,Football
Randallstown,2013,2AN,RS,Boys,Football
Randallstown,2016,2AN,RS,Boys,Football
Randallstown,2023,2A/1AE,RR2,Boys,Football
Reservoir,2015,3AE,SF,Boys,Football
Reservoir,2013,3AE,RR,Boys,Football
Reservoir,2012,3AE,RS,Boys,Football
Reservoir,2014,3AE,RS,Boys,Football
Reservoir,2023,4A/3AE,RR2,Boys,Football
Reservoir,2021,4A/3AW,RR1,Boys,Football
Reservoir,2022,4A/3AW,RR1,Boys,Football
Colonel Richardson,2021,1AE,QF,Boys,Football
Colonel Richardson,2004,1AE,RS,Boys,Football
Colonel Richardson,2017,1AE,RS,Boys,Football
Colonel Richardson,2018,1AE,RS,Boys,Football
Colonel Richardson,2022,1AE,RR2,Boys,Football
Colonel Richardson,2019,1AE,RR1,Boys,Football
Colonel Richardson,2023,1AE,RR1,Boys,Football
Rising Sun,1977,C,SF,Boys,Football
Rising Sun,1981,C,SF,Boys,Football
Rising Sun,1990,1A,SF,Boys,Football
Rising Sun,2001,1A,QF,Boys,Football
Rising Sun,2006,1AE,RR,Boys,Football
Rising Sun,2004,2AE,RS,Boys,Football
Rising Sun,2005,1AE,RS,Boys,Football
Rising Sun,2022,2A/1AE,RR2,Boys,Football
Rising Sun,2019,2AE,RR1,Boys,Football
Rising Sun,2021,2A/1AE,RR1,Boys,Football
Rising Sun,2023,2A/1AN,RR1,Boys,Football
River Hill,2007,2AS,CH,Boys,Football
River Hill,2008,2AS,CH,Boys,Football
River Hill,2011,3AE,CH,Boys,Football
River Hill,2012,3AE,CH,Boys,Football
River Hill,2006,3AE,RU,Boys,Football
River Hill,2005,3AE,SF,Boys,Football
River Hill,2009,3AE,SF,Boys,Football
River Hill,2013,3AE,SF,Boys,Football
River Hill,2022,3AS,SF,Boys,Football
River Hill,2010,3AE,RR,Boys,Football
River Hill,2014,3AE,RR,Boys,Football
River Hill,2016,3AE,RR,Boys,Football
River Hill,2018,2AS,RR,Boys,Football
River Hill,2003,3AE,RS,Boys,Football
River Hill,2004,3AE,RS,Boys,Football
River Hill,2017,2AS,RS,Boys,Football
River Hill,2021,3AS,RR2,Boys,Football
River Hill,2019,3AE,RR1,Boys,Football
River Hill,2023,3AE,RR1,Boys,Football
Rockville,1997,2A,QF,Boys,Football
Rockville,2007,2AW,RS,Boys,Football
Rockville,2009,2AW,RS,Boys,Football
Rockville,2010,2AW,RS,Boys,Football
Rockville,2016,3AS,RS,Boys,Football
Rockville,2019,3AW,RR2,Boys,Football
Rockville,2021,3AW,RR1,Boys,Football
Rockville,2022,3AW,RR1,Boys,Football
Rockville,2023,3AW,RR1,Boys,Football
Eleanor Roosevelt,1999,4A,CH,Boys,Football
Eleanor Roosevelt,1996,4A,RU,Boys,Football
Eleanor Roosevelt,2001,4A,RU,Boys,Football
Eleanor Roosevelt,2000,4A,SF,Boys,Football
Eleanor Roosevelt,2003,4AS,SF,Boys,Football
Eleanor Roosevelt,2023,4AS,SF,Boys,Football
Eleanor Roosevelt,1995,4A,QF,Boys,Football
Eleanor Roosevelt,2010,4AS,RR,Boys,Football
Eleanor Roosevelt,2014,4AS,RR,Boys,Football
Eleanor Roosevelt,2015,4AS,RR,Boys,Football
Eleanor Roosevelt,2016,4AS,RR,Boys,Football
Eleanor Roosevelt,2017,4AS,RR,Boys,Football
Eleanor Roosevelt,2004,4AS,RS,Boys,Football
Eleanor Roosevelt,2005,4AS,RS,Boys,Football
Eleanor Roosevelt,2006,4AS,RS,Boys,Football
Eleanor Roosevelt,2008,4AS,RS,Boys,Football
Eleanor Roosevelt,2009,4AS,RS,Boys,Football
Eleanor Roosevelt,2011,4AS,RS,Boys,Football
Eleanor Roosevelt,2012,4AS,RS,Boys,Football
Eleanor Roosevelt,2018,4AS,RS,Boys,Football
Eleanor Roosevelt,2021,4AS,RR2,Boys,Football
Eleanor Roosevelt,2022,4AS,RR2,Boys,Football
Eleanor Roosevelt,2019,4AS,RR1,Boys,Football
Saint Charles,2022,3AE,SF,Boys,Football
Saint Charles,2018,3AS,RS,Boys,Football
Saint Charles,2019,3AS,RR2,Boys,Football
Saint Charles,2021,3AE,RR2,Boys,Football
Saint Charles,2023,3AS,RR1,Boys,Football
SEED School,2023,1AS,QF,Boys,Football
SEED School,2022,1AN,RR2,Boys,Football
