team,year,class,status,gender,Sport
Seneca Valley,1976,B,CH,Boys,Football
Seneca Valley,1977,A,CH,Boys,Football
Seneca Valley,1979,A,CH,Boys,Football
Seneca Valley,1980,A,CH,Boys,Football
Seneca Valley,1987,AA,CH,Boys,Football
Seneca Valley,1992,3A,CH,Boys,Football
Seneca Valley,1993,3A,CH,Boys,Football
Seneca Valley,1994,3A,CH,Boys,Football
Seneca Valley,1997,3A,CH,Boys,Football
Seneca Valley,1998,4A,CH,Boys,Football
Seneca Valley,1999,4A,CH,Boys,Football
Seneca Valley,2002,3A,CH,Boys,Football
Seneca Valley,1985,AA,SF,Boys,Football
Seneca Valley,1991,3A,SF,Boys,Football
Seneca Valley,1995,4A,SF,Boys,Football
Seneca Valley,1996,4A,SF,Boys,Football
Seneca Valley,2001,3A,SF,Boys,Football
Seneca Valley,2008,3AW,SF,Boys,Football
Seneca Valley,1986,AA,QF,Boys,Football
Seneca Valley,1990,4A,QF,Boys,Football
Seneca Valley,2021,4A/3AW,QF,Boys,Football
Seneca Valley,2022,4A/3AW,QF,Boys,Football
Seneca Valley,2005,3AW,RR,Boys,Football
Seneca Valley,2007,3AW,RR,Boys,Football
Seneca Valley,2015,3AW,RR,Boys,Football
Seneca Valley,2003,3AW,RS,Boys,Football
Seneca Valley,2004,3AW,RS,Boys,Football
Seneca Valley,2006,3AW,RS,Boys,Football
Seneca Valley,2010,3AW,RS,Boys,Football
Seneca Valley,2011,3AW,RS,Boys,Football
Seneca Valley,2012,3AW,RS,Boys,Football
Seneca Valley,2019,2AW,RR1,Boys,Football
Seneca Valley,2023,4AW,RR1,Boys,Football
Severna Park,1974,AA,SF,Boys,Football
Severna Park,1987,AA,SF,Boys,Football
Severna Park,1999,4A,SF,Boys,Football
Severna Park,1988,4A,QF,Boys,Football
Severna Park,1990,4A,QF,Boys,Football
Severna Park,1994,4A,QF,Boys,Football
Severna Park,2005,3AE,RR,Boys,Football
Severna Park,2006,3AE,RR,Boys,Football
Severna Park,2008,4AE,RR,Boys,Football
Severna Park,2003,3AS,RS,Boys,Football
Severna Park,2004,3AS,RS,Boys,Football
Severna Park,2021,4A/3AE,RR2,Boys,Football
Severna Park,2019,4AE,RR1,Boys,Football
Severna Park,2022,4A/3AE,RR1,Boys,Football
Severna Park,2023,4A/3AE,RR1,Boys,Football
Sherwood,1995,4A,CH,Boys,Football
Sherwood,1996,4A,CH,Boys,Football
Sherwood,2008,4AW,CH,Boys,Football
Sherwood,1979,B,RU,Boys,Football
Sherwood,2000,4A,RU,Boys,Football
Sherwood,2002,4A,RU,Boys,Football
Sherwood,2005,4AN,RU,Boys,Football
Sherwood,2006,4AN,RU,Boys,Football
Sherwood,1980,B,SF,Boys,Football
Sherwood,1997,4A,SF,Boys,Football
Sherwood,1998,4A,SF,Boys,Football
Sherwood,2009,4AW,SF,Boys,Football
Sherwood,2021,4A/3AS,SF,Boys,Football
Sherwood,1986,A,QF,Boys,Football
Sherwood,1994,4A,QF,Boys,Football
Sherwood,2022,4A/3AS,QF,Boys,Football
Sherwood,2007,4AW,RR,Boys,Football
Sherwood,2010,4AW,RR,Boys,Football
Sherwood,2012,4AN,RR,Boys,Football
Sherwood,2013,4AN,RR,Boys,Football
Sherwood,2015,4AN,RR,Boys,Football
Sherwood,2016,4AN,RS,Boys,Football
Sherwood,2017,4AN,RS,Boys,Football
Sherwood,2018,4AN,RS,Boys,Football
Sherwood,2019,4AN,RR2,Boys,Football
Sherwood,2023,3AW,RR2,Boys,Football
Smithsburg,1976,C,CH,Boys,Football
Smithsburg,1979,C,CH,Boys,Football
Smithsburg,1984,C,CH,Boys,Football
Smithsburg,1988,1A,CH,Boys,Football
Smithsburg,1994,1A,CH,Boys,Football
Smithsburg,1975,C,RU,Boys,Football
Smithsburg,1989,1A,RU,Boys,Football
Smithsburg,1990,1A,RU,Boys,Football
Smithsburg,1991,1A,RU,Boys,Football
Smithsburg,1974,B,SF,Boys,Football
Smithsburg,1977,C,SF,Boys,Football
Smithsburg,1978,C,SF,Boys,Football
Smithsburg,1985,C,SF,Boys,Football
Smithsburg,1987,C,SF,Boys,Football
Smithsburg,1992,1A,QF,Boys,Football
Smithsburg,1993,1A,QF,Boys,Football
Smithsburg,2004,1AW,RR,Boys,Football
Smithsburg,2003,1AW,RS,Boys,Football
Smithsburg,2007,1AW,RS,Boys,Football
Smithsburg,2008,1AW,RS,Boys,Football
Smithsburg,2009,1AW,RS,Boys,Football
Smithsburg,2010,1AW,RS,Boys,Football
Smithsburg,2021,1AW,RR1,Boys,Football
Smithsburg,2023,1AW,RR1,Boys,Football
Snow Hill,1980,C,CH,Boys,Football
Snow Hill,1982,C,CH,Boys,Football
Snow Hill,1977,C,RU,Boys,Football
Snow Hill,1978,C,RU,Boys,Football
Snow Hill,2005,1AE,RU,Boys,Football
Snow Hill,1974,C,SF,Boys,Football
Snow Hill,1976,C,SF,Boys,Football
Snow Hill,1979,C,SF,Boys,Football
Snow Hill,1994,1A,SF,Boys,Football
Snow Hill,1987,C,QF,Boys,Football
Snow Hill,1997,1A,QF,Boys,Football
Snow Hill,2001,1A,QF,Boys,Football
Snow Hill,2003,1AE,RR,Boys,Football
Snow Hill,2004,1AE,RR,Boys,Football
Snow Hill,2007,1AE,RR,Boys,Football
Snow Hill,2006,1AE,RS,Boys,Football
Snow Hill,2009,1AE,RS,Boys,Football
Snow Hill,2011,1AE,RS,Boys,Football
Snow Hill,2012,1AE,RS,Boys,Football
Snow Hill,2021,1AE,RR1,Boys,Football
Snow Hill,2023,1AE,RR1,Boys,Football
South Carroll,2005,2AW,RU,Boys,Football
South Carroll,2021,2A/1AW,RU,Boys,Football
South Carroll,1980,A,SF,Boys,Football
South Carroll,1983,A,SF,Boys,Football
South Carroll,2003,2AW,SF,Boys,Football
South Carroll,2007,1AN,SF,Boys,Football
South Carroll,2014,2AW,SF,Boys,Football
South Carroll,1988,3A,QF,Boys,Football
South Carroll,2022,2A/1AW,QF,Boys,Football
South Carroll,2009,2AW,RR,Boys,Football
South Carroll,2010,2AW,RR,Boys,Football
South Carroll,2013,2AW,RR,Boys,Football
South Carroll,2015,2AW,RR,Boys,Football
South Carroll,2011,2AW,RS,Boys,Football
South Carroll,2012,2AW,RS,Boys,Football
South Carroll,2023,2A/1AW,RR1,Boys,Football
South Hagerstown,2002,1A,SF,Boys,Football
South Hagerstown,2013,3AW,RS,Boys,Football
South Hagerstown,2014,3AW,RS,Boys,Football
South Hagerstown,2018,3AW,RS,Boys,Football
South Hagerstown,2019,3AW,RR2,Boys,Football
South Hagerstown,2021,3AW,RR1,Boys,Football
South Hagerstown,2022,3AW,RR1,Boys,Football
South Hagerstown,2023,3AW,RR1,Boys,Football
South River,1984,A,RU,Boys,Football
South River,1982,A,SF,Boys,Football
South River,1986,A,SF,Boys,Football
South River,1985,A,QF,Boys,Football
South River,1991,3A,QF,Boys,Football
South River,2018,4AE,RR,Boys,Football
South River,2006,4AE,RS,Boys,Football
South River,2011,4AE,RS,Boys,Football
South River,2012,4AE,RS,Boys,Football
South River,2019,4AW,RR2,Boys,Football
South River,2021,4A/3AE,RR2,Boys,Football
South River,2022,4A/3AE,RR1,Boys,Football
South River,2023,3AS,RR1,Boys,Football
Southern - AA,1993,2A,RU,Boys,Football
Southern - AA,2006,2AE,SF,Boys,Football
Southern - AA,2002,2A,QF,Boys,Football
Southern - AA,2003,2AS,RS,Boys,Football
Southern - AA,2004,2AS,RS,Boys,Football
Southern - AA,2010,2AS,RS,Boys,Football
Southern - AA,2021,2A/1AS,RR1,Boys,Football
Southern - AA,2022,2A/1AS,RR1,Boys,Football
Southern - AA,2023,2A/1AS,RR1,Boys,Football
Southern - Garrett,1979,C,RU,Boys,Football
Southern - Garrett,1980,C,RU,Boys,Football
Southern - Garrett,1995,1A,RU,Boys,Football
Southern - Garrett,1983,C,SF,Boys,Football
Southern - Garrett,1984,C,SF,Boys,Football
Southern - Garrett,1987,B,SF,Boys,Football
Southern - Garrett,1988,2A,SF,Boys,Football
Southern - Garrett,1994,1A,QF,Boys,Football
Southern - Garrett,2001,1A,QF,Boys,Football
Southern - Garrett,2017,1AW,RS,Boys,Football
Southern - Garrett,2018,1AW,RS,Boys,Football
Southern - Garrett,2019,1AW,RR1,Boys,Football
Southern - Garrett,2021,1AW,RR1,Boys,Football
Southside Academy,2006,1AS,RS,Boys,Football
Southside Academy,2010,1AS,RS,Boys,Football
Southside Academy,2011,1AS,RS,Boys,Football
Sparrows Point,1976,B,SF,Boys,Football
Sparrows Point,1981,B,SF,Boys,Football
Sparrows Point,1987,C,QF,Boys,Football
Sparrows Point,1988,1A,QF,Boys,Football
Sparrows Point,1989,1A,QF,Boys,Football
Sparrows Point,2004,1AN,RR,Boys,Football
Sparrows Point,2013,1AN,RR,Boys,Football
Sparrows Point,2006,1AN,RS,Boys,Football
Sparrows Point,2007,1AN,RS,Boys,Football
Sparrows Point,2009,1AN,RS,Boys,Football
Sparrows Point,2010,1AN,RS,Boys,Football
Sparrows Point,2021,2A/1AN,RR2,Boys,Football
Sparrows Point,2022,2A/1AN,RR2,Boys,Football
Sparrows Point,2023,2A/1AN,RR2,Boys,Football
Springbrook,1979,AA,CH,Boys,Football
Springbrook,1980,AA,CH,Boys,Football
Springbrook,1981,AA,CH,Boys,Football
Springbrook,1985,AA,CH,Boys,Football
Springbrook,1988,4A,CH,Boys,Football
Springbrook,1989,4A,CH,Boys,Football
Springbrook,1986,AA,RU,Boys,Football
Springbrook,1987,AA,RU,Boys,Football
Springbrook,1990,4A,SF,Boys,Football
Springbrook,1994,4A,SF,Boys,Football
Springbrook,2003,4AW,RS,Boys,Football
Springbrook,2009,4AW,RS,Boys,Football
Springbrook,2010,4AW,RS,Boys,Football
Springbrook,2021,4A/3AS,RR2,Boys,Football
Springbrook,2022,4A/3AS,RR2,Boys,Football
Springbrook,2023,4A/3AS,RR1,Boys,Football
Thomas Stone,1980,A,RU,Boys,Football
Thomas Stone,1999,3A,RU,Boys,Football
Thomas Stone,1981,A,SF,Boys,Football
Thomas Stone,1982,A,SF,Boys,Football
Thomas Stone,2014,3AS,SF,Boys,Football
Thomas Stone,1987,A,QF,Boys,Football
Thomas Stone,1992,3A,QF,Boys,Football
Thomas Stone,1996,3A,QF,Boys,Football
Thomas Stone,2003,4AE,RR,Boys,Football
Thomas Stone,2017,2AS,RR,Boys,Football
Thomas Stone,2005,4AE,RS,Boys,Football
Thomas Stone,2015,2AS,RS,Boys,Football
Thomas Stone,2021,2AS,RR1,Boys,Football
Thomas Stone,2022,2AS,RR1,Boys,Football
Thomas Stone,2023,2AS,RR1,Boys,Football
Suitland,2004,4AS,CH,Boys,Football
Suitland,2006,4AS,CH,Boys,Football
Suitland,1997,4A,RU,Boys,Football
Suitland,1998,4A,RU,Boys,Football
Suitland,2013,4AS,RU,Boys,Football
Suitland,2007,4AS,SF,Boys,Football
Suitland,1999,4A,QF,Boys,Football
Suitland,2002,4A,QF,Boys,Football
Suitland,2023,4A/3AS,QF,Boys,Football
Suitland,2011,4AS,RR,Boys,Football
Suitland,2012,4AS,RR,Boys,Football
Suitland,2003,4AS,RS,Boys,Football
Suitland,2005,4AS,RS,Boys,Football
Suitland,2008,4AS,RS,Boys,Football
Suitland,2009,4AS,RS,Boys,Football
Suitland,2010,4AS,RS,Boys,Football
Suitland,2014,4AS,RS,Boys,Football
Suitland,2017,4AS,RS,Boys,Football
Suitland,2018,4AS,RS,Boys,Football
Suitland,2019,4AS,RR2,Boys,Football
Suitland,2021,4AS,RR1,Boys,Football
Suitland,2022,4AS,RR1,Boys,Football
Surrattsville,2013,1AN,SF,Boys,Football
Surrattsville,2014,1AN,SF,Boys,Football
Surrattsville,2007,1AS,RR,Boys,Football
Surrattsville,2011,1AS,RR,Boys,Football
Surrattsville,2016,1AN,RR,Boys,Football
Surrattsville,2017,1AS,RS,Boys,Football
Surrattsville,2021,1AE,RR2,Boys,Football
Surrattsville,2019,1AS,RR1,Boys,Football
Surrattsville,2023,1AS,RR1,Boys,Football
Towson,2006,3AN,RS,Boys,Football
Towson,2019,3AN,RR2,Boys,Football
Towson,2023,4A/3AN,RR2,Boys,Football
Towson,2021,3AN,RR1,Boys,Football
Towson,2022,3AN,RR1,Boys,Football
Tuscarora,2008,3AW,RS,Boys,Football
Tuscarora,2009,3AW,RS,Boys,Football
Tuscarora,2016,3AW,RS,Boys,Football
Tuscarora,2021,4A/3AW,RR1,Boys,Football
Tuscarora,2022,4A/3AW,RR1,Boys,Football
Tuscarora,2023,4A/3AW,RR1,Boys,Football
Urbana,1998,2A,CH,Boys,Football
Urbana,1999,2A,CH,Boys,Football
Urbana,2000,2A,CH,Boys,Football
Urbana,2001,3A,CH,Boys,Football
Urbana,2010,4AN,CH,Boys,Football
Urbana,2006,3AW,SF,Boys,Football
Urbana,2012,3AW,SF,Boys,Football
Urbana,2022,4A/3AW,SF,Boys,Football
Urbana,2021,4A/3AW,QF,Boys,Football
Urbana,2023,4A/3AW,QF,Boys,Football
Urbana,2003,3AW,RR,Boys,Football
Urbana,2008,3AW,RR,Boys,Football
Urbana,2013,3AW,RR,Boys,Football
Urbana,2004,3AW,RS,Boys,Football
Urbana,2005,3AW,RS,Boys,Football
Urbana,2007,3AW,RS,Boys,Football
Urbana,2009,4AN,RS,Boys,Football
Urbana,2014,3AW,RS,Boys,Football
Urbana,2019,4AW,RR1,Boys,Football
Valley,1974,C,CH,Boys,Football
Valley,1977,C,CH,Boys,Football
Walbrook,1997,4A,QF,Boys,Football
Walkersville,1987,B,CH,Boys,Football
Walkersville,2016,2AW,CH,Boys,Football
Walkersville,1986,C,RU,Boys,Football
Walkersville,1992,2A,RU,Boys,Football
Walkersville,2015,2AW,RU,Boys,Football
Walkersville,1988,2A,SF,Boys,Football
Walkersville,2023,2AW,SF,Boys,Football
Walkersville,1990,2A,QF,Boys,Football
Walkersville,1996,2A,QF,Boys,Football
Walkersville,2022,2AW,QF,Boys,Football
Walkersville,2011,2AW,RR,Boys,Football
Walkersville,2012,2AW,RR,Boys,Football
Walkersville,2017,2AW,RR,Boys,Football
Walkersville,2003,2AW,RS,Boys,Football
Walkersville,2004,2AW,RS,Boys,Football
Walkersville,2010,2AW,RS,Boys,Football
Walkersville,2019,2AW,RR2,Boys,Football
Walkersville,2021,2AW,RR2,Boys,Football
Washington,2003,1AE,SF,Boys,Football
Washington,1989,1A,QF,Boys,Football
Washington,2021,1AE,RR1,Boys,Football
Washington,2023,1AE,RR1,Boys,Football
Watkins Mill,1993,4A,CH,Boys,Football
Watkins Mill,1991,3A,QF,Boys,Football
Watkins Mill,1999,4A,QF,Boys,Football
Watkins Mill,2015,3AS,RS,Boys,Football
Watkins Mill,2017,3AW,RS,Boys,Football
Watkins Mill,2019,3AW,RR1,Boys,Football
Watkins Mill,2021,4A/3AW,RR1,Boys,Football
Watkins Mill,2022,4A/3AW,RR1,Boys,Football
Watkins Mill,2023,4A/3AW,RR1,Boys,Football
Western STES,2005,1AS,RR,Boys,Football
Western STES,2010,1AN,RR,Boys,Football
Western STES,2003,2AN,RS,Boys,Football
Western STES,2023,2A/1AE,RR2,Boys,Football
Western STES,2021,2A/1AW,RR1,Boys,Football
Western STES,2022,2A/1AW,RR1,Boys,Football
Westlake,2008,3AS,CH,Boys,Football
Westlake,1996,3A,RU,Boys,Football
Westlake,1995,3A,QF,Boys,Football
Westlake,1998,3A,QF,Boys,Football
Westlake,1999,3A,QF,Boys,Football
Westlake,2001,3A,QF,Boys,Football
Westlake,2003,3AS,RR,Boys,Football
Westlake,2004,3AS,RR,Boys,Football
Westlake,2007,3AS,RR,Boys,Football
Westlake,2009,3AS,RR,Boys,Football
Westlake,2011,3AS,RR,Boys,Football
Westlake,2012,3AS,RR,Boys,Football
Westlake,2005,3AS,RS,Boys,Football
Westlake,2006,3AS,RS,Boys,Football
Westlake,2010,3AS,RS,Boys,Football
Westlake,2013,3AS,RS,Boys,Football
Westlake,2017,2AS,RS,Boys,Football
Westlake,2018,2AS,RS,Boys,Football
Westlake,2023,2AS,RR2,Boys,Football
Westlake,2019,2AS,RR1,Boys,Football
Westlake,2021,2AS,RR1,Boys,Football
Westlake,2022,2AS,RR1,Boys,Football
Westmar,1995,1A,QF,Boys,Football
Westmar,1996,1A,QF,Boys,Football
Westmar,2000,1A,QF,Boys,Football
Westminster,1976,A,RU,Boys,Football
Westminster,2005,3AW,RU,Boys,Football
Westminster,1981,AA,SF,Boys,Football
Westminster,2012,4AN,SF,Boys,Football
Westminster,2019,3AE,QF,Boys,Football
Westminster,2021,3AN,QF,Boys,Football
Westminster,2022,3AN,QF,Boys,Football
Westminster,2017,3AW,RR,Boys,Football
Westminster,2018,3AW,RR,Boys,Football
Westminster,2008,4AN,RS,Boys,Football
Westminster,2013,3AN,RS,Boys,Football
Westminster,2023,3AW,RR1,Boys,Football
Wheaton,1996,2A,CH,Boys,Football
Wheaton,1994,3A,RU,Boys,Football
Wheaton,1979,A,SF,Boys,Football
Wheaton,1980,A,SF,Boys,Football
Wheaton,2015,3AS,RR,Boys,Football
Wheaton,2019,4AN,RR1,Boys,Football
Wheaton,2021,4AN,RR1,Boys,Football
Wheaton,2022,4AW,RR1,Boys,Football
Wheaton,2023,4AN,RR1,Boys,Football
Walt Whitman,1978,AA,RU,Boys,Football
Walt Whitman,1988,4A,QF,Boys,Football
Walt Whitman,2003,4AW,RS,Boys,Football
Walt Whitman,2007,4AW,RS,Boys,Football
Walt Whitman,2009,4AW,RS,Boys,Football
Walt Whitman,2010,4AW,RS,Boys,Football
Walt Whitman,2023,4A/3AS,RR2,Boys,Football
Walt Whitman,2019,4AW,RR1,Boys,Football
Walt Whitman,2022,4A/3AS,RR1,Boys,Football
Wicomico,1991,2A,SF,Boys,Football
Wicomico,2002,2A,SF,Boys,Football
Wicomico,1992,2A,QF,Boys,Football
Wicomico,2001,2A,QF,Boys,Football
Wicomico,2006,2AE,RR,Boys,Football
Wicomico,2011,2AE,RR,Boys,Football
Wicomico,2004,2AE,RS,Boys,Football
Wicomico,2007,2AE,RS,Boys,Football
Wicomico,2009,2AE,RS,Boys,Football
Wicomico,2010,2AE,RS,Boys,Football
Wicomico,2012,2AE,RS,Boys,Football
Wicomico,2021,2AE,RR2,Boys,Football
Wicomico,2022,2AE,RR2,Boys,Football
Wicomico,2023,2AE,RR1,Boys,Football
Wilde Lake,1985,B,CH,Boys,Football
Wilde Lake,1990,2A,CH,Boys,Football
Wilde Lake,1991,1A,CH,Boys,Football
Wilde Lake,1992,1A,CH,Boys,Football
Wilde Lake,1997,3A,CH,Boys,Football
Wilde Lake,2010,3AE,CH,Boys,Football
Wilde Lake,2008,3AE,RU,Boys,Football
Wilde Lake,1989,2A,SF,Boys,Football
Wilde Lake,2007,3AE,SF,Boys,Football
Wilde Lake,1986,B,QF,Boys,Football
Wilde Lake,1988,2A,QF,Boys,Football
Wilde Lake,1993,1A,QF,Boys,Football
Wilde Lake,1996,2A,QF,Boys,Football
Wilde Lake,1998,3A,QF,Boys,Football
Wilde Lake,1999,3A,QF,Boys,Football
Wilde Lake,2002,3A,QF,Boys,Football
Wilde Lake,2019,3AE,QF,Boys,Football
Wilde Lake,2023,2AW,QF,Boys,Football
Wilde Lake,2009,3AE,RS,Boys,Football
Wilde Lake,2016,3AE,RS,Boys,Football
Wilde Lake,2022,3AS,RR2,Boys,Football
Wilde Lake,2021,3AS,RR1,Boys,Football
Williamsport,2022,2A/1AW,QF,Boys,Football
Williamsport,2011,2AW,RS,Boys,Football
Williamsport,2019,1AW,RR2,Boys,Football
Williamsport,2021,2A/1AW,RR2,Boys,Football
Williamsport,2023,2A/1AW,RR2,Boys,Football
Winters Mill,2023,2A/1AW,QF,Boys,Football
Winters Mill,2005,2AW,RS,Boys,Football
Winters Mill,2006,2AW,RS,Boys,Football
Winters Mill,2021,2A/1AW,RR1,Boys,Football
Winters Mill,2022,2A/1AW,RR1,Boys,Football
Dr. Henry A. Wise,Jr.,2012,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2015,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2016,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2017,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2019,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2023,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2009,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2010,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2021,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2008,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2018,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2022,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2011,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2013,4AS,Boys,Football
Dr. Henry A. Wise,Jr.,2014,4AS,Boys,Football
Woodlawn,1977,AA,RU,Boys,Football
Woodlawn,1976,AA,SF,Boys,Football
Woodlawn,1979,AA,SF,Boys,Football
Woodlawn,1980,AA,SF,Boys,Football
Woodlawn,1981,AA,SF,Boys,Football
Woodlawn,1982,AA,SF,Boys,Football
Woodlawn,1983,AA,SF,Boys,Football
Woodlawn,1997,3A,SF,Boys,Football
Woodlawn,2003,4AN,SF,Boys,Football
Woodlawn,1993,4A,QF,Boys,Football
Woodlawn,1996,3A,QF,Boys,Football
Woodlawn,2002,4A,QF,Boys,Football
Woodlawn,2009,4AN,RS,Boys,Football
Woodlawn,2021,4A/3AN,RR1,Boys,Football
Woodlawn,2022,4A/3AN,RR1,Boys,Football
Woodlawn,2023,4A/3AN,RR1,Boys,Football
Thomas S. Wootton,1990,4A,RU,Boys,Football
Thomas S. Wootton,1976,A,SF,Boys,Football
Thomas S. Wootton,1978,A,SF,Boys,Football
Thomas S. Wootton,1991,4A,QF,Boys,Football
Thomas S. Wootton,2008,4AW,RS,Boys,Football
Thomas S. Wootton,2022,4A/3AS,RR2,Boys,Football
Thomas S. Wootton,2023,4A/3AW,RR2,Boys,Football
Thomas S. Wootton,2021,4A/3AS,RR1,Boys,Football
C. Milton Wright,1990,3A,RU,Boys,Football
C. Milton Wright,1992,3A,SF,Boys,Football
C. Milton Wright,1993,3A,SF,Boys,Football
C. Milton Wright,1994,3A,SF,Boys,Football
C. Milton Wright,1995,3A,SF,Boys,Football
C. Milton Wright,1998,3A,SF,Boys,Football
C. Milton Wright,1988,3A,QF,Boys,Football
C. Milton Wright,1989,3A,QF,Boys,Football
C. Milton Wright,1991,3A,QF,Boys,Football
C. Milton Wright,2015,3AN,RS,Boys,Football
C. Milton Wright,2017,3AN,RS,Boys,Football
C. Milton Wright,2019,3AN,RR1,Boys,Football
C. Milton Wright,2021,2AE,RR1,Boys,Football
C. Milton Wright,2022,2AE,RR1,Boys,Football
C. Milton Wright,2023,2AN,RR1,Boys,Football
